jobs,description,workhours,salary,contract_type,experience,diploma,skills,qualifications,industry,company,size,company_description,tools,ID_dep,ville,date
Juriste Data Privacy,"POSTE : Juriste Data Privacy H/F
DESCRIPTION : Vos missions au sein de l'équipe

Au sein de la Direction juridique Groupe de BPCE, le Centre d'expertises Contrats, Tech & Data se charge notamment de l'accompagnement des équipes sur les travaux liés à l'essor des nouvelles technologies (digital/numérique) et à la protection des données. Il est composé d'une dizaine de collaborateurs répartis au sein de 3 équipes distinctes (IP & Communication, Tech & Workplace, Data & Privacy). Au sein du Centre d'expertises, le Pôle Data & Privacy est en charge des sujets et problématiques juridiques en matière de data privacy, cybersécurité, dématérialisation et archivages électroniques. Ce pôle apporte son assistance à tous les métiers du Groupe BPCE et plus particulièrement à la filière DPO et à la Sécurité du Groupe BPCE dans ses domaines de spécialités. Il réalise également des consultations, des normes internes ainsi que des guides de bonnes pratiques, et fournit en liaison avec la filière DPO des formations de nature juridique.

Le pôle Data & Privacy recherche son Juriste référent qui aura notamment en charge la coordination des différents travaux juridiques.

Dans le cadre des problématiques et risques rencontrés par les établissements financiers dans le domaine de la protection des données et de la digitalisation des entreprises, vous animerez cette activité en lien avec 3 collègues du Pôle Data & Privacy.

A ce titre, vous assurez une fonction de juriste conseil d'entreprise dans les domaines suivants :

-  Protection des données notamment des données à caractère personnel en France et à l'international : analyse, suivi des textes, participation aux travaux de place (pack conformité), assistance au Central Data Privacy Office, aux Data Protection Officer et aux opérationnels lors de la mise en place des traitements, projet visant à la conformité des échanges d'informations au sein du groupe en France et à l'international ;
-  Veille réglementaire et conseil dans le domaine de la cybersécurité en particulier auprès de responsables informatiques et responsables de la sécurité ;
-  Assistance dans le cadre de projets de dématérialisation ;
-  Support juridique aux équipes dans le cadre des projets d'innovation et de digitalisation ;
-  Rédaction de notes dans le cadre d'une veille juridique active pour les domaines précités

Au-delà des missions indiquées ci-dessus, vous serez le contact privilégié auprès des interlocuteurs du pôle Data & Privacy et coordonnerez les différents travaux réalisés au sein de l'équipe en lien avec le responsable du Centre d'expertises.

Vous pourrez également être amené-e à procéder à :

-  L'élaboration et la négociation de contrats avec les éditeurs de logiciels, des fournisseurs de prestations intellectuelles informatiques mais également dans les domaines de la logistique ou des données financières en France et à l'étranger ;
-  L'analyse et à l'évaluation des risques inhérents aux opérations juridiques.

Le profil que nous recherchons

Vous êtes juriste ou avocat-e spécialisé-e en matière de droit des nouvelles technologies et/ou de protection des données personnelles.

Vous êtes doté-e d'une expérience d'au moins 5 ans en tant qu'avocat-e et/ou juriste en entreprise de préférence dans des postes similaires au sein d'une direction juridique d'établissements financiers ou de grands groupes internationaux du secteur tertiaire. La participation au projet de mise en conformité au sein d'un établissement bancaire ou financier serait un plus. Le poste nécessitant des travaux de coordination et d'animation, une expérience dans des fonctions similaires serait un plus.

Vous disposez d'une formation initiale en Master 2 en droit des nouvelles technologies complétée idéalement d'un CAPA.

Vous êtes rigoureux-se et doté-e d'un sens aigu de l'analyse juridique et vous appréciez travailler en équipe.

Les travaux pouvant être menés avec les implantations internationales du Groupe BPCE, un excellent niveau d'anglais est requis.

Pourquoi nous rejoindre ?

Un Groupe engagé dans le développement de ses collaborateurs

-  Des opportunités professionnelles au sein de l'ensemble du groupe BPCE, avec la possibilité de bénéficier d'accompagnements sur-mesure (parcours d'upskilling / reskilling, LinkedIn Learning)
-  Un modèle managérial favorisant la mise en responsabilité et la prise d'initiatives

Un Groupe engagé dans les enjeux sociétaux et environnementaux

-  Le Groupe BPCE place le climat comme priorité d'action de tous ses métiers et de toutes ses entreprises. Trois objectifs sont fixés : aligner tous ses portefeuilles sur une trajectoire ""net z",,,Contrat à durée indéterminée,Expérience exigée,,,Cadre,Autres intermédiations monétaires,,"Notre entreprise

Rejoignez une entreprise au coeur des activités du groupe BPCE, de ses évolutions et de son développement.

Organe central du Groupe, BPCE SA assure la coordination, la cohérence et les synergies entre les différentes marques pour porter les ambitions du Projet du Groupe BPCE 2024.

Les missions confiées à nos collaborateurs offrent une vision transversale des enjeux économiques et stratégiques du Groupe.","Notre entrepriseRejoignez une entreprise au coeur des activités du groupe BPCE, de ses évolutions et de son développement.Organe central du Groupe, BPCE SA assure la coordination, la cohérence et les synergies entre les différentes marques pour porter les ambitions du Projet du Groupe BPCE 2024.Les missions confiées à nos collaborateurs offrent une vision transversale des enjeux économiques et stratégiques du Groupe.",,75,PARIS 01,2023/08/19
Alternance Data Architect,"POSTE : Alternance Data Architect H/F
DESCRIPTION : Vous souhaitez intégrer une école à taille humaine ? Vous êtes intéressé.es par l'informatique et ses évolutions ? Sup de Vinci propose une formation complète, en Mastère Big Data & Intelligence Artificielle

L'école Sup de Vinci à Bordeaux, accompagne l'une de ses entreprises partenaires dans son projet de recrutement d'un profil en Big Data & IA en alternance pour la rentrée 2023.

Les missions proposées :
-  Maîtriser les outils d'analyse afin de permettre aux décideurs internes et clients de suivre la performance des sites ou produits
-  Construire, interpreter et diffuser les rapports BI et web analytics
-  Etudier les données statistiques pour produire des recommandations
PROFIL : Issu(e) d'une formation en Bac +3 en informatique minimum.

Vous justifiez d'une première expérience dans l'informatique avec un intérêt fort pour la donnée ? Ne passez pas à côté de cette opportunité !

Vos points forts sont :
-   Gestion de projet
-   Organisation
-   Travail en équipe
-   Force de proposition",,,Contrat à durée déterminée - 24 Mois,Expérience exigée,,,Agent de maîtrise,Enseignement supérieur,,"Sup de Vinci, école 100% informatique, propose des formations du Bac au Bac +5 certifiées par l'État (Bachelors et Mastères) en initial et en alternance.

Depuis plus de 25 ans, Sup de Vinci s'est forgée une solide réputation auprès des entreprises. Son ingénierie pédagogique pointue et innovante forme les cadres IT d'aujourd'hui et de demain dans 5 spécialités métier pour trouver sa voie : Développement, Big Data & IA, Cybersécurité, DEVOPS&Cloud, Product Owner.","Sup de Vinci, école 100% informatique, propose des formations du Bac au Bac +5 certifiées par l'État (Bachelors et Mastères) en initial et en alternance.Depuis plus de 25 ans, Sup de Vinci s'est forgée une solide réputation auprès des entreprises. Son ingénierie pédagogique pointue et innovante forme les cadres IT d'aujourd'hui et de demain dans 5 spécialités métier pour trouver sa voie : Développement, Big Data & IA, Cybersécurité, DEVOPS&Cloud, Product Owner.",,23,Creuse,2023/08/19
Ingénieur Data Integrity,"POSTE : Ingénieur Data Integrity H/F
DESCRIPTION : Dans le cadre d'une assistance technique nous recherchons un(e) Ingénieur data integrity (F/H) pour l'un de nos clients du secteur pharmaceutique situé en région Île-de-France.

À ce titre, vos missions sont les suivantes :
-  Réaliser des analyses de risques;
-  Créer des plans de validation (avec GAP et impact);
-  Réaliser des tests;
-  Intervenir dans la rédaction de rapports et protocoles.
PROFIL : Vos compétences techniques :
Ingénieur(e) de formation, vous justifiez de minimum 3ans d'expérience en équipements électroniques et informatiques.

Vos compétences non techniques :
Vous aimez les interventions sur terrain et faites preuve d'une bonne communication avec votre équipe.

LE DAVRIPACKAGE

-   Primes de participation et d'intéressement
-   Épargne salariale
-   Mutuelle et prévoyance
-   Plateforme CE
-   Actions de formation
-   Possibilité de télétravail (selon le client)

INTÉRESSÉ(E) ?

Si vous êtes arrivé(e) à la fin de cette offre, c'est qu'elle vous a forcément attirée, alors surtout n'hésitez pas à postuler ! En cas de doute, notre équipe recrutement saura répondre à vos questions.

L'offre d'emploi ne correspond pas tout à fait à vos compétences mais nos valeurs vous ressemblent et notre ambition vous motive ? Alors vous pouvez consulter l'ensemble de nos offres sur davricourt.com

ET APRÈS ?

Notre processus de recrutement est simplifié : un seul entretien est prévu par nos équipes recrutement et commerciale à la suite duquel nous présentons votre profil au client.

NB : En l'absence de retour de la part de l'équipe recrutement sous 1 semaine, veuillez considérer que votre candidature n'a pas été retenue. Merci de votre compréhension.
DCLS21116047",,,Contrat à durée indéterminée,Expérience exigée,,,Cadre,"Ingénierie, études techniques",,"Vous souhaitez (re)donner du sens à votre travail ? Alors, vous êtes au bon endroit !

DAVRICOURT est une société de conseil et de recrutement spécialisée dans l'industrie mais pas seulement ! Après avoir été classés 10ème au palmarès Great Place To Work, nous avons décidé d'aller plus loin dans nos engagements en intégrant les enjeux sociétaux et environnementaux au coeur de notre business model.

Nous sommes labellisés Positive Work Place et certifiés ...","Vous souhaitez (re)donner du sens à votre travail ? Alors, vous êtes au bon endroit !DAVRICOURT est une société de conseil et de recrutement spécialisée dans l'industrie mais pas seulement ! Après avoir été classés 10ème au palmarès Great Place To Work, nous avons décidé d'aller plus loin dans nos engagements en intégrant les enjeux sociétaux et environnementaux au coeur de notre business model.Nous sommes labellisés Positive Work Place et certifiés ...",,94,IVRY SUR SEINE,2023/08/19
Big Data Engineer,"POSTE : Big Data Engineer H/F
DESCRIPTION : Un challenge portant sur des millions d'utilisateurs dans un environnement technique innovant et stratégique.

VOTRE FUTURE EQUIPE :

Au sein d'un environnement riche et complexe, vous évoluerez avec des experts passionné(e)s à la fois techniques et fonctionnels (Ingénieurs spécialisées, chef de projet, scrum master, product owner, analystes).

L'équipe est en interaction avec des clients à la fois internes et externes.

VOTRE MISSION (SI VOUS L'ACCEPTEZ !) :
-  Qualifier les données et les résultats
-  Conception technique des solutions
-  Décliner les impacts de la stratégie et des innovations technologiques au sein des processus et outils de l'exploitant SI
-  Assurer l'accompagnement et le déploiement des évolutions des processus et outils
-  Contribuer aux programmes de transformation DEVOPS, Cloud et catalogues des offres SI
-  Développer des fonctions transverses et les « uses cases »
-  Accompagner la phase de mise en production

VOTRE STACK DE JEU :
-  Système d'exploitation Linux
-  Big data (Hadoop, Spark, Scala)
-  Cloud computing (GCP)
-  SQL, No SQL (Cassandra, Mongo DB)
-  Dataviz : Power BI ou Kibana
-  Des notions en développement feront la différence !

LES PETITS PLUS DU PROJET :

Vous évoluerez au sein d'une équipe impliquée et réactive et interviendrez sur un projet polyvalent et à forte valeur ajoutée.

VOUS ?

Diplômé d'une école d'ingénieur ou équivalent de niveau Bac +5. Vous justifiez idéalement d'une expérience d'au moins 2 ans sur un poste similaire.

Votre curiosité, proactivité et votre esprit d'équipe seront vos meilleurs atouts !

Ce descriptif vous interpelle ?

Alors ce poste est fait pour vous, n'hésitez plus et rejoignez l'aventure ASTEK !

Le Groupe Astek

Créé en France en 1988, Astek est un acteur mondial de l'ingénierie et du conseil en technologies, présent sur les 5 continents. Fort de son expertise dans de nombreux secteurs industriels et tertiaires, Astek accompagne ses clients internationaux dans le déploiement intelligent de leurs produits et de leurs services, et dans la mise en oeuvre de leur transformation digitale.

Depuis sa création, le Groupe a fondé son développement sur une forte culture d'entrepreneuriat et d'innovation, et sur l'accompagnement et la montée en compétence de ses 7200 collaborateurs qui s'engagent chaque jour à promouvoir la complémentarité entre les technologies numériques et l'ingénierie des systèmes complexes.

Rejoignez un Groupe en fort développement en France et à travers le monde ayant réalisé un chiffre d'affaires de 500 M€ en 2022.

Tous les détails sur le Groupe sur le site https://astekgroup.fr. Et vous pouvez aussi nous suivre sur notre blog : https://blog.groupeastek.com.

Nos plus
-  Une politique CARE sur-mesure déployée par nos équipes RH pour nos collaborateurs (https://astekgroup.fr/engagements)

NOS PLUS
-  Astek est green et fait bénéficier ses salariés d'une indemnité kilométrique vélo
-  Une politique CARE sur-mesure déployée par nos équipes RH pour nos collaborateurs
-  Notre charte de la Diversité

RENCONTRONS-NOUS !
-  Postulez directement sur cette annonce, afin que Maud, Talent Acquisition Officer, puisse vous contacter pour un premier échange.
-  César, Sénior Business Manager, vous proposera ensuite d'échanger autours de cette opportunité, de votre parcours et de vos attentes.
-  Un dernier échange sera fixé avec notre Directeur d'Agence Régis pour valider votre intérêt pour le poste et vous présenter les éléments contractuels.

Bienvenue dans la team ! Allez-y, maintenant c'est à vous de jouer !

#LI-MB1
PROFIL :",,,Contrat à durée indéterminée,Expérience exigée,,,Cadre,Conseil en systèmes et logiciels informatiques,,"CE QUE NOUS ALLONS ACCOMPLIR ENSEMBLE :

Nous rejoindre en tant que Big Data Engineer (H/F), afin d'accompagner un opérateur télécoms, Leader en Europe dans dans la création d'une infrastructure cloud (IAAS) performante, robuste et sécurisée.","CE QUE NOUS ALLONS ACCOMPLIR ENSEMBLE :Nous rejoindre en tant que Big Data Engineer (H/F), afin d'accompagner un opérateur télécoms, Leader en Europe dans dans la création d'une infrastructure cloud (IAAS) performante, robuste et sécurisée.","kibana, power bi, cassandra",59,LILLE,2023/08/19
Data Marketing en Alternance,"POSTE : Data Marketing en Alternance H/F
DESCRIPTION : DESCRIPTION DU POSTE
- Réalisation de reporting et analyse des données
- Réalisation d'études statistiques sur la mobilité.
- Traitement (mise en qualité, uniformisation et mise en cohérence) et analyse de données de mobilité issues de différentes sources (comptages, enquêtes)
- Mise en place de reporting
- Réalisation d'analyses statistiques descriptives
PROFIL : PROFIL RECHERCHE
-  Diplôme Bac +3 en communication / marketing avec une forte appétence pour le Web
-  Compétences que vous allez acquérir : Traitement de données Statistiques / datascience Marketing Analyse et synthèse Autonomie Développement R / PowerBI",,,Contrat à durée déterminée - 24 Mois,Débutant accepté,,,Agent de maîtrise,Enseignement supérieur,,"RECRUTEMENT I MyDigitalSchool Angers, l'école des métiers du digital, recherche THE alternant pour accompagner une de ses entreprises partenaires.
MyDigitalSchool, réseau de 18 écoles en France, forme aux métiers du digital de Bac à Bac +5.
MyDigitalSchool Angers, implantée sur le Campus de l'ESPL, proposent des formations reconnues par l'Etat (Titres RNCP).
Notre école supérieure vous accompagne de A à Z dans vos recherches d'entreprise d'accueil.","RECRUTEMENT I MyDigitalSchool Angers, l'école des métiers du digital, recherche THE alternant pour accompagner une de ses entreprises partenaires.MyDigitalSchool, réseau de 18 écoles en France, forme aux métiers du digital de Bac à Bac +5.MyDigitalSchool Angers, implantée sur le Campus de l'ESPL, proposent des formations reconnues par l'Etat (Titres RNCP).Notre école supérieure vous accompagne de A à Z dans vos recherches d'entreprise d'accueil.",,49,ANGERS,2023/08/19
Data Manager,"POSTE : Data Manager H/F
DESCRIPTION : Reconnu sur le territoire, notre client est une fédération ayant pour vocation de représenter, accompagner et agir au quotidien dans l'intérêt de différents secteurs.

Dans l'optique d'une organisation collaborative, nous créons un poste de DATA MANAGER H/F sur l'Ile de France.

Directement rattaché à la Direction, le DATA MANAGER H/F va avoir pour principales missions :
- DATA MANAGEMENT :.
- Assurer le paramétrage, la conformité et la maintenance de la base de données des personnes morales et des personnes physiques à partir des informations collectées auprès des unités régionales.
- Superviser la collecte, la standardisation et la structuration des données.
- Déterminer les méthodes visant à l'amélioration de la qualité et à l'enrichissement des bases de données.
- Maîtriser la qualité des données tout au long de leur traitement, et se porter garant de la qualité des informations, de leur accessibilité permanente.
- Piloter les développements correctifs et évolutifs du système en concertation avec le DSI.
- Analyse des données.
- Construire et proposer les stratégies d'e-mailing, de facturation etc. et toute exploitation des données avec les outils du xRM ou associés.
- Accompagner le changement lié à la mise en place du xRM auprès des parties prenantes.
- Soutien aux utilisateurs.
- Surveiller l'activité des utilisateurs, la qualité des données et des réponses qu'ils reçoivent.
- Travailler avec les utilisateurs pour comprendre leurs besoins xRM et identifier des outils digitaux pouvant les aider à atteindre leurs objectifs.
- PROTECTION DES DONNEES :.
- Informer, sensibiliser conseiller sur les obligations légales relatives à la protection des données à caractère personnel.
- Veiller à bonne l'application du RGPD, proposer des règles de contrôles et les procédures nécessaires.
- Accompagner les responsables dans le traitement des demandes d'exercice de droits.
- Conseiller la direction et les équipes internes en matière d'analyse d'impact sur la protection des données personnelles, émettre un avis avant la réalisation des traitements de données à caractère personnel correspondants.
- Tenir le registre des traitements de données à caractère personnel et tenir à jour la documentation des traitements en liaison avec les responsables de traitement.
- Être l'interlocuteur des instances juridiques et administratives concernées (CNIL notamment) et des propriétaires des données personnelles.
PROFIL : Idéalement titulaire d'une formation supérieure Bac +4-5 (type Master Traitement de l'information et Exploitation des données, ou ingénieur spécialisé en data management etc.), vous vous distinguez par votre motivation et votre envie de vous intégrer à une organisation humaine et qui fait grandir ses équipes.

Vous pouvez être titulaire d'une première expérience que ce soit dans un univers industriel, de service, en association ou autre organisme.

Votre diplomatie, votre dynamisme, votre sens politique, vos aptitudes à communiquer, vous permettront de performer sur cette fonction.

Rémunération attractive et avantages

Localisation : au nord de Paris, première couronne

Confidentialité assurée.

Merci d'adresser votre candidature sous la référence PLG9169 à l'adresse @.**",,,Contrat à durée indéterminée,Expérience exigée,,,Cadre,Conseil pour les affaires et autres conseils de gestion,,"DE GRAËT CONSULTING est un cabinet de recrutement et d'approche directe présent sur l'ensemble du territoire grâce à ses bureaux situés à Nantes, Paris, Genève, Marseille, Lyon et Lille.

Multi-spécialiste, nous intervenons sur tous les secteurs d'activité, pour tous types de postes et auprès d'entreprises de toutes tailles, des PME / TPE locales aux grands groupes internationaux.","DE GRAËT CONSULTING est un cabinet de recrutement et d'approche directe présent sur l'ensemble du territoire grâce à ses bureaux situés à Nantes, Paris, Genève, Marseille, Lyon et Lille.Multi-spécialiste, nous intervenons sur tous les secteurs d'activité, pour tous types de postes et auprès d'entreprises de toutes tailles, des PME / TPE locales aux grands groupes internationaux.",,92,Hauts de Seine,2023/08/19
Data Manager,"POSTE : Data Manager H/F
DESCRIPTION : Rattaché à la DSI, vous aurez pour mission de fiabiliser les données numériques et de participer activement à la digitalisation des process de l'entreprise.

À ce titre vos principales responsabilités à ce poste seront les suivantes :
- Garantir la fiabilité et la gestion des données (ERP Sage) suivant la chaîne de valeur de l'entreprise.
- Accompagner et former le personnel à l'intégration, la fiabilisation et la sécurisation des données.
- Structurer les pratiques existantes en lien avec les SI et le Contrôle de Gestion.
- Concevoir et déployer les moyens nécessaires afin de renforcer la fiabilité des données.
- Gérer et exporter des revues de données.
- Contrôler la data, rechercher les incohérences et aider à la mise en oeuvre des actions correctives.
- Piloter la mise en oeuvre des actions correctives en lien avec les Responsables de service.
- Veiller au respect des procédures.
- Effectuer une veille sur les pratiques actuelles en matière de Data Management.
PROFIL : De formation supérieure, vous possédez d'une première expérience sur des projets data mining, acquise de préférence dans le secteur industriel. Une sensibilité structure de coût et maîtrise des coûts sera particulièrement appréciée.

Reconnu pour vos qualités relationnelles, votre esprit d'analyse, votre goût pour les projets, vous occuperez un poste-clef de l'organisation, où vous contribuerez ainsi au renforcement de la performance de l'entreprise.

Par ailleurs, vous souhaitez rejoindre une entreprise à taille humaine, qui place ses équipes au coeur de ses préoccupations, et où la réactivité est présente.",,,Contrat à durée indéterminée,Expérience exigée,,,Cadre,Conseil pour les affaires et autres conseils de gestion,,"Industriel Français leader sur son marché, notre partenaire conçoit, fabrique et vend des solutions d'habitat de loisir. L'innovation est portée par de nombreux investissements afin de se différencier et d'améliorer la performance industrielle de l'entreprise.

Dans le cadre du développement fort et constant de son activité, notre client recrute son Data Manager H/F.","Industriel Français leader sur son marché, notre partenaire conçoit, fabrique et vend des solutions d'habitat de loisir. L'innovation est portée par de nombreux investissements afin de se différencier et d'améliorer la performance industrielle de l'entreprise.Dans le cadre du développement fort et constant de son activité, notre client recrute son Data Manager H/F.",,22,Côtes d'Armor,2023/08/19
Data Architect Formation Alternance Bac +4 - 5,"POSTE : Data Architect Formation Alternance Bac +4 - 5 H/F
DESCRIPTION : -  Vous souhaitez intégrer une école à taille humaine ? Vous êtes intéressé.es par l'informatique et ses évolutions ? Sup de Vinci propose une formation complète, en Mastère Big Data & Intelligence Artificielle

L'école Sup de Vinci à Rennes, accompagne l'une de ses entreprises partenaires dans son projet de recrutement d'un profil en Big Data & IA en alternance pour la rentrée 2023.

Les missions proposées :
-  Maîtriser les outils d'analyse afin de permettre aux décideurs internes et clients de suivre la performance des sites ou produits
-  Construire, interpreter et diffuser les rapports BI et web analytics
-  Etudier les données statistiques pour produire des recommandations
PROFIL : Issu(e) d'une formation en Bac +3 en informatique minimum.

Vous justifiez d'une première expérience dans l'informatique avec un intérêt fort pour la donnée ? Ne passez pas à côté de cette opportunité !

Vos points forts sont :
-   Gestion de projet
-   Organisation
-   Travail en équipe
-   Force de proposition",,,Contrat à durée déterminée - 24 Mois,Expérience exigée,,,Agent de maîtrise,Enseignement supérieur,,"Sup de Vinci, école 100% informatique, propose des formations du Bac au Bac +5 reconnues par l'État (Bachelors et Mastères) en initial et en alternance.

Elle bénéficie d'une place de choix stratégique grâce à son implantation en plein coeur du premier quartier d'affaires européen de Paris La Défense et dans la zone d'activité la plus dynamique de Rennes !

Depuis plus de 20 ans, Sup de Vinci, s'est forgée une solide réputation auprès des entreprises. Son in...","Sup de Vinci, école 100% informatique, propose des formations du Bac au Bac +5 reconnues par l'État (Bachelors et Mastères) en initial et en alternance.Elle bénéficie d'une place de choix stratégique grâce à son implantation en plein coeur du premier quartier d'affaires européen de Paris La Défense et dans la zone d'activité la plus dynamique de Rennes !Depuis plus de 20 ans, Sup de Vinci, s'est forgée une solide réputation auprès des entreprises. Son in...",,92,COURBEVOIE,2023/08/19
Big Data en Alternance Octobre 2022,"POSTE : Big Data en Alternance Octobre 2022 H/F
DESCRIPTION : L'école Sup de Vinci, Paris la Défense, accompagne l'une de ses entreprises partenaires dans son projet de recrutement d'un Data Analyst en alternance pour la rentrée de Septembre 2021

Vous aurez les missions suivantes :
- Passer en revue les sources de données.
- Contrôler la fiabilité des données de notre entrepôt de données.
- Créer des tableaux de bord avec des outils de data visualisation.
- Réaliser diverses études concernant les clients, les produits, l'implémentation.
- Analyser la performance d'action commerciale.
- Analyser les données web.
PROFIL : D'une formation niveau Bac +3 dans le domaine des Statistiques.

Vous savez faire preuve de pragmatisme, vous êtes analytique, agile et avez une réelle sensibilité chiffres.

Votre savez extraire d'une grande quantité de données des recommandations claires et structurées.

Votre diplomatie, votre humilité et votre sens du relationnel vous permettent de communiquer et de convaincre en management non hiérarchique.

Vous avez connaissez :
- Python, SQL.
- Au moins un outil de reporting (Data Studio, Tableau, Power BI) est un plus.

La pratique de l'anglais est un plus.

Informations utiles",,,Contrat à durée déterminée - 24 Mois,Expérience exigée,,,Agent de maîtrise,Enseignement supérieur,,"Sup de Vinci, école 100% informatique, propose des formations du Bac au Bac +5 reconnues par l'Etat (Bachelors et Mastères) en initial et en alternance.

Elle bénéficie d'une place de choix stratégique grâce à son implantation en plein coeur du premier quartier d'affaires européen de Paris La Défense et dans la zone d'activité la plus dynamique de Rennes !

Depuis plus de 20 ans, Sup de Vinci, s'est forgée une solide réputation auprès des entreprises. Son ing...","Sup de Vinci, école 100% informatique, propose des formations du Bac au Bac +5 reconnues par l'Etat (Bachelors et Mastères) en initial et en alternance.Elle bénéficie d'une place de choix stratégique grâce à son implantation en plein coeur du premier quartier d'affaires européen de Paris La Défense et dans la zone d'activité la plus dynamique de Rennes !Depuis plus de 20 ans, Sup de Vinci, s'est forgée une solide réputation auprès des entreprises. Son ing...","tableau, power bi",92,COURBEVOIE,2023/08/19
Data Engineer,"POSTE : Data Engineer H/F
DESCRIPTION : Rattachée à la BU SNEF LAB, Mangrove (https://mangrove.ai/fr/) est une startup spécialisée dans la mise en place et le maintien opérationnel d'environnements de production pour le Machine Learning sur AWS.

Dans le cadre de notre développement, MANGROVE un Data Engineer H/F.

MISSION

Vous intégrerez une équipe d'experts Data et Machine Learning spécialisée dans le cloud AWS.

A ce titre, vous consacrerez une partie de votre temps à vous former et/ou à vous perfectionner sur les technologies et services AWS dans le but d'obtenir une certification AWS de Spécialité en ML.

Par ailleurs, vous interviendrez sur les différentes composantes de nos projets de Data Science et ML sur AWS tel que :
-  Evaluation des besoins clients et proposition de solutions adaptées
-  Analyse de données et conception de pipelines et process
-  Implémentation de solutions personnalisées pour nos clients à base de service Data/ML
-  Documentation et spécification des éléments de services ou modèles développés
-  Veille active sur les services de data sur AWS et plus largement sur les solutions adéquates

PROFIL

Vous êtes diplômé(e) d'une école d'ingénieur informatique avec de très bonnes connaissances logicielles et vous avez une première expérience sur un poste similaire.

Environnement Technologique
-  Data Engineering (PySpark, Pandas, Pandas, Apache Spark, Apache Airlflow, Apache Hadoop, Apache Kafka)
-  Software Development (C++, Python, APIs, Bash scripts, Shell scripts)
-  Software Testing (Unit, integration and system tests)
-  Containers (Docker)
-  DEVOPS (GitHub actions, Jenkins)
-  Databases (NoSql, SQL)
-  Networking foundations
-  Version controls systems : Git, GitHub

Compétences appréciées :
-  Cloud Computing (S3, DynamoDB, Lambda, CloudFormation, CloudWatch, EC2, VPC, IAM, SNS, SQS, StepFunctions, Athena, Glue)
-  AWS (S3, SageMaker, Glue, Lambda, DynamoDB, boto3, SAM)

Vous êtes passionné de développement, d'architectures Cloud et de Machine Learning ? Vous voulez devenir un expert Data Science sur le cloud numéro #1 mondial ?

Rejoignez-nous !

Nous cherchons, une personne passionnée, autonome et rigoureuse.

Avantages du poste :
-  Poste avec télétravail
-  Certifications AWS
-  Projets et technologies innovants
PROFIL :",,,Contrat à durée indéterminée,Expérience exigée,,,Cadre,Travaux d'installation électrique dans tous locaux,,"ENTREPRISE

SNEF Lab réunit les métiers de la sphère digitale qui comprend l'informatique industrielle, les objets connectés, la cybersécurité, l'audiovisuel, la maintenance prédictive et les technologies CLOUD. SNEF Lab vient enrichir la démarche globale du Groupe SNEF et révolutionne son métier pour répondre aux enjeux de demain.","ENTREPRISESNEF Lab réunit les métiers de la sphère digitale qui comprend l'informatique industrielle, les objets connectés, la cybersécurité, l'audiovisuel, la maintenance prédictive et les technologies CLOUD. SNEF Lab vient enrichir la démarche globale du Groupe SNEF et révolutionne son métier pour répondre aux enjeux de demain.","github, jenkins, docker, apache hadoop, apache spark, apache kafka",33,BORDEAUX,2023/08/18
